org,prev_snap_1,prev_snap_2,prev_snap_3,prev_snap_4,project,target_snap,user
3,0,0,0,0,500,286,168
1,0,0,0,0,114,351,98
3,0,0,0,0,500,403,168
3,0,0,0,0,500,38,168
1,158,0,0,0,484,186,7
3,158,53,403,0,500,313,118
1,194,470,0,0,458,238,221
1,0,0,0,0,287,29,19
3,51,0,0,0,500,158,168
3,158,0,0,0,500,147,118
1,0,0,0,0,216,468,7
1,158,0,0,0,459,334,172
3,473,0,0,0,500,349,118
1,29,0,0,0,114,367,205
3,313,211,185,470,63,349,71
3,0,0,0,0,500,229,118
1,0,0,0,0,121,453,96
3,403,0,0,0,500,381,168
3,199,0,0,0,63,185,71
3,287,423,403,0,500,491,168
3,338,348,194,470,500,348,118
3,316,0,0,0,500,158,168
3,313,158,486,51,332,349,71
3,285,403,0,0,500,349,118
3,0,0,0,0,500,158,168
3,0,0,0,0,500,403,118
3,158,0,0,0,500,158,71
1,470,0,0,0,294,194,64
3,0,0,0,0,500,470,71
3,194,470,0,0,63,158,71
3,470,0,0,0,500,185,168
3,0,0,0,0,500,158,168
1,186,158,158,158,86,158,195
3,423,0,0,0,500,158,71
3,0,0,0,0,500,403,168
3,410,116,499,0,500,158,118
1,0,0,0,0,224,51,163
3,344,158,0,0,500,313,118
1,0,0,0,0,114,403,162
3,158,0,0,0,500,263,217
3,0,0,0,0,565,470,71
3,0,0,0,0,500,393,217
3,238,78,158,294,500,158,71
3,313,125,390,30,500,349,168
3,0,0,0,0,500,470,168
3,66,0,0,0,332,349,71
3,79,0,0,0,500,334,168
3,82,238,70,212,500,349,118
3,158,313,316,0,500,349,168
3,125,217,0,0,500,211,168
2,491,287,63,158,222,158,117
3,158,256,499,0,500,349,168
1,159,166,158,478,395,186,172
3,158,0,0,0,79,232,133
1,384,499,0,0,76,491,188
3,30,0,0,0,500,349,118
3,158,436,158,423,500,313,71
3,334,252,0,0,500,252,118
3,158,211,70,0,500,313,118
1,287,158,0,0,418,491,161
3,158,489,0,0,332,158,71
3,356,0,0,0,500,349,217
3,185,287,46,0,565,383,71
1,0,0,0,0,344,470,93
1,158,158,158,158,243,158,185
3,0,0,0,0,63,499,71
3,17,158,158,158,500,424,71
3,158,403,0,0,500,417,71
3,158,38,158,38,500,349,118
3,0,0,0,0,500,30,168
3,313,286,0,0,500,158,168
3,0,0,0,0,500,322,71
1,0,0,0,0,55,29,187
3,30,0,0,0,500,38,118
1,0,0,0,0,572,29,205
3,158,364,0,0,500,186,217
3,0,0,0,0,238,470,71
3,0,0,0,0,237,46,217
1,158,238,194,470,295,236,154
3,0,0,0,0,565,158,71
1,287,238,158,0,377,185,159
3,313,211,185,470,217,349,71
3,51,0,0,0,500,403,118
3,241,158,403,0,500,158,168
3,344,344,344,0,500,344,168
1,238,125,158,55,259,125,25
3,252,252,252,0,500,252,118
3,164,158,148,158,500,349,118
3,0,0,0,0,500,30,118
3,0,0,0,0,500,454,168
3,17,286,0,0,500,420,168
3,0,0,0,0,500,420,168
3,158,49,158,499,500,349,118
3,19,403,0,0,500,158,168
3,471,158,0,0,500,424,168
4,158,185,470,186,39,313,221
1,470,0,0,0,396,410,7
2,55,438,438,238,160,211,11
3,194,470,0,0,332,238,71
3,51,0,0,0,500,158,168
1,0,0,0,0,287,29,19
3,371,158,122,158,500,349,71
3,217,0,0,0,500,125,71
3,351,158,0,0,500,158,217
3,322,0,0,0,500,190,168
3,334,197,0,0,500,403,168
1,211,334,158,186,396,468,207
3,0,0,0,0,500,158,71
3,238,238,158,0,500,127,168
3,252,0,0,0,500,334,71
1,186,186,158,468,396,174,7
3,356,356,356,356,500,349,71
1,470,0,0,0,5,496,68
3,199,0,0,0,565,194,71
3,370,308,0,0,500,82,118
3,313,322,158,0,500,349,168
3,0,0,0,0,500,158,168
3,0,0,0,0,500,403,168
3,0,0,0,0,500,115,118
3,313,158,417,158,500,349,168
3,403,51,0,0,500,287,118
3,70,0,0,0,500,158,118
3,0,0,0,0,500,470,118
3,356,55,286,0,500,356,168
3,0,0,0,0,500,366,168
3,286,471,158,0,500,280,168
3,471,158,0,0,500,158,71
3,313,158,194,470,500,349,118
2,186,453,0,0,530,174,11
3,44,158,471,82,500,349,168
3,127,158,403,344,500,148,118
3,125,217,0,0,500,158,168
1,468,0,0,0,216,334,7
3,0,0,0,0,500,158,118
3,79,0,0,0,500,79,71
3,18,403,0,0,500,491,118
3,0,0,0,0,500,158,168
3,158,334,38,0,500,147,168
1,158,194,470,0,294,384,48
3,122,158,403,0,500,158,118
3,158,1,0,0,500,349,217
3,470,0,0,0,500,185,168
1,211,286,0,0,114,347,49
3,324,0,0,0,565,313,71
3,158,399,286,0,500,349,118
1,194,470,0,0,101,158,25
3,403,0,0,0,500,155,133
3,82,403,0,0,500,158,118
3,313,36,414,115,500,115,168
3,158,158,353,0,500,147,168
3,158,481,403,0,500,438,217
3,287,238,403,0,500,496,118
1,385,377,385,377,572,385,205
3,0,0,0,0,500,403,168
1,0,0,0,0,555,304,104
3,158,391,0,0,500,186,71
3,313,158,279,158,500,349,168
3,158,0,0,0,500,88,168
3,158,471,158,356,500,349,168
3,127,38,38,0,500,51,168
3,158,0,0,0,500,414,168
3,0,0,0,0,500,470,71
1,186,158,0,0,242,334,89
3,0,0,0,0,500,344,168
3,158,0,0,0,500,179,71
1,196,377,377,292,103,377,205
3,55,185,287,46,63,302,71
3,286,0,0,0,500,424,71
3,158,186,423,0,500,125,71
3,158,491,470,313,500,349,118
4,384,431,194,470,428,491,122
3,0,0,0,0,500,499,118
3,0,0,0,0,500,172,168
1,238,481,0,0,210,158,157
3,0,0,0,0,500,158,118
3,0,0,0,0,500,403,168
3,376,287,403,0,500,303,118
3,330,158,0,0,500,349,71
3,0,0,0,0,565,199,71
1,385,250,170,29,572,377,205
3,81,158,403,334,500,79,168
3,334,151,0,0,500,158,168
3,313,500,158,0,500,158,118
3,0,0,0,0,500,348,168
3,286,471,158,194,500,349,168
3,470,0,0,0,500,496,217
3,486,51,0,0,237,158,217
3,147,158,0,0,500,158,168
3,0,0,0,0,500,158,168
3,158,211,158,0,500,381,217
3,68,0,0,0,500,349,168
3,291,158,403,0,500,158,71
3,304,180,470,0,500,204,118
3,158,38,158,0,500,349,118
3,0,0,0,0,500,491,168
3,486,51,0,0,332,158,71
3,0,0,0,0,500,470,118
3,396,158,0,0,500,349,118
3,318,0,0,0,577,158,71
3,0,0,0,0,500,204,168
3,54,348,0,0,500,287,118
3,309,403,0,0,500,158,168
3,0,0,0,0,500,286,71
2,334,158,174,186,50,125,91
3,238,194,470,0,500,54,217
3,66,66,334,66,95,158,71
3,0,0,0,0,500,348,118
1,470,0,0,0,76,194,188
3,383,403,0,0,500,384,71
3,384,194,470,0,500,491,118
1,194,470,0,0,294,158,16
3,313,263,158,194,500,158,168
1,403,0,0,0,537,238,142
3,79,0,0,0,500,334,168
1,0,0,0,0,103,318,205
3,286,0,0,0,500,158,168
3,204,0,0,0,500,180,168
3,287,54,348,0,500,491,168
3,148,158,344,0,500,158,168
3,158,158,0,0,500,241,71
3,211,171,0,0,217,313,71
3,0,0,0,0,500,158,168
3,410,470,0,0,500,349,71
3,313,38,158,0,500,349,168
3,470,0,0,0,500,194,118
3,0,0,0,0,500,286,118
3,0,0,0,0,500,252,118
3,0,0,0,0,500,68,71
3,0,0,0,0,500,351,168
3,0,0,0,0,500,199,217
3,0,0,0,0,500,359,118
3,238,238,344,344,500,440,168
3,0,0,0,0,500,389,168
1,0,0,0,0,103,29,205
1,0,0,0,0,488,470,204
2,51,0,0,0,222,186,117
1,158,174,186,185,523,287,157
3,0,0,0,0,500,286,168
3,158,217,0,0,500,349,118
3,194,199,0,0,332,334,71
3,0,0,0,0,500,403,71
3,0,0,0,0,500,158,71
3,158,55,125,403,500,349,118
1,0,0,0,0,114,470,162
3,249,0,0,0,500,158,168
3,286,79,0,0,500,158,168
3,158,63,215,158,500,455,133
3,0,0,0,0,500,158,168
3,344,334,344,0,500,334,168
3,357,166,158,51,500,158,168
3,294,334,294,0,500,294,71
3,0,0,0,0,500,440,118
1,158,158,158,158,462,158,189
3,158,12,158,0,500,349,168
3,8,185,287,46,63,302,71
3,217,0,0,0,500,211,71
3,0,0,0,0,500,51,168
1,158,403,0,0,485,384,189
3,0,0,0,0,500,420,118
3,0,0,0,0,500,349,168
3,440,0,0,0,500,349,168
1,238,158,63,468,285,468,188
3,158,137,158,0,500,349,71
1,470,0,0,0,36,185,141
1,221,186,55,284,298,226,180
3,238,194,470,0,500,151,71
3,403,0,0,0,500,344,118
3,0,0,0,0,500,172,118
3,171,0,0,0,95,334,71
3,287,70,0,0,500,491,118
3,0,0,0,0,500,229,168
3,46,0,0,0,565,47,71
3,344,344,344,344,500,344,217
3,334,0,0,0,500,211,118
3,0,0,0,0,500,158,168
3,185,470,0,0,332,211,71
3,0,0,0,0,500,470,118
3,403,0,0,0,500,174,118
3,159,470,0,0,500,158,118
3,158,188,158,0,500,349,71
3,334,115,0,0,500,115,168
1,403,0,0,0,257,158,142
