date,org,prev_snap_1,prev_snap_2,prev_snap_3,prev_snap_4,project,target_snap,user
2015-06-24,4,485,0,0,0,203,195,186
2015-06-24,4,195,485,0,0,203,209,186
2015-06-24,4,0,0,0,0,203,485,186
2015-07-01,4,240,0,0,0,414,195,107
2015-07-01,4,195,240,0,0,414,209,107
2015-07-01,4,0,0,0,0,414,240,107
2015-07-01,4,0,0,0,0,414,416,107
2015-07-01,4,416,0,0,0,414,240,107
2015-07-01,4,240,416,0,0,414,203,107
2015-07-18,4,217,224,215,0,340,231,212
2015-07-18,4,0,0,0,0,340,215,212
2015-07-18,4,215,0,0,0,340,224,212
2015-07-18,4,231,217,224,215,340,209,212
2015-07-18,4,0,0,0,0,340,215,212
2015-07-18,4,0,0,0,0,340,88,212
2015-07-18,4,224,215,0,0,340,217,212
2015-07-18,4,88,0,0,0,340,223,212
2015-07-19,4,0,0,0,0,355,207,10
2015-07-24,4,0,0,0,0,203,112,186
2015-07-24,4,240,375,112,0,203,432,186
2015-07-24,4,432,240,375,112,203,416,186
2015-07-24,4,375,112,0,0,203,240,186
2015-07-24,4,240,416,432,240,203,327,186
2015-07-24,4,416,432,240,375,203,240,186
2015-07-24,4,327,240,416,432,203,240,186
2015-07-24,4,112,0,0,0,203,375,186
2015-09-23,4,240,240,82,240,414,240,184
2015-09-23,4,416,0,0,0,414,240,184
2015-09-23,4,240,82,240,416,414,240,184
2015-09-23,4,82,240,416,0,414,240,184
2015-09-23,4,240,416,0,0,414,82,184
2015-09-23,4,0,0,0,0,414,416,184
2015-09-23,4,178,195,240,0,19,398,129
2015-09-23,4,240,398,178,195,19,240,129
2015-09-23,4,398,178,195,240,19,240,129
2015-09-23,4,240,398,178,195,19,240,129
2015-09-23,4,240,240,398,178,19,240,129
2015-09-23,4,398,178,195,240,19,240,129
2015-09-23,4,195,240,0,0,19,178,129
2015-09-23,4,398,178,195,240,19,240,129
2015-09-23,4,0,0,0,0,19,240,129
2015-09-23,4,398,178,195,240,19,240,129
2015-09-23,4,240,0,0,0,19,195,129
2015-09-23,4,240,398,178,195,19,240,129
2015-09-23,4,398,178,195,240,19,240,129
2015-09-23,4,240,398,178,195,19,240,129
2015-09-23,4,240,398,178,195,19,240,129
2015-10-29,4,88,0,0,0,114,223,173
2015-10-29,4,0,0,0,0,114,88,173
2015-11-10,4,0,0,0,0,414,88,57
2015-12-02,4,0,0,0,0,301,240,184
2015-12-04,4,0,0,0,0,283,240,10
2015-12-04,4,398,240,0,0,283,207,10
2015-12-04,4,240,0,0,0,283,398,10
2015-12-04,4,195,398,240,0,283,209,10
2015-12-04,4,398,240,0,0,283,195,10
2015-12-05,4,0,0,0,0,346,243,166
2015-12-05,4,262,240,240,219,346,203,166
2015-12-05,4,0,0,0,0,346,243,166
2015-12-05,4,217,243,0,0,346,240,166
2015-12-05,4,0,0,0,0,346,243,166
2015-12-05,4,243,0,0,0,346,217,166
2015-12-05,4,0,0,0,0,346,219,166
2015-12-05,4,240,240,219,0,346,262,166
2015-12-05,4,217,243,0,0,346,240,166
2015-12-05,4,0,0,0,0,346,243,166
2015-12-05,4,240,219,0,0,346,240,166
2015-12-05,4,219,0,0,0,346,240,166
2015-12-05,4,243,0,0,0,346,217,166
2015-12-09,4,203,240,0,0,346,240,166
2015-12-09,4,240,203,240,203,346,322,166
2015-12-09,4,398,240,322,240,346,469,166
2015-12-09,4,398,240,322,240,346,469,166
2015-12-09,4,322,240,203,240,346,240,166
2015-12-09,4,240,322,240,203,346,398,166
2015-12-09,4,240,0,0,0,346,203,166
2015-12-09,4,203,240,203,240,346,240,166
2015-12-09,4,0,0,0,0,346,240,166
2015-12-09,4,240,203,240,0,346,203,166
2015-12-09,4,398,240,219,203,346,63,166
2015-12-09,4,336,240,217,63,346,3,166
2015-12-09,4,240,217,63,398,346,336,166
2015-12-09,4,219,203,432,0,346,240,166
2015-12-09,4,432,0,0,0,346,203,166
2015-12-09,4,217,63,398,240,346,240,166
2015-12-09,4,240,219,203,432,346,398,166
2015-12-09,4,203,432,0,0,346,219,166
2015-12-09,4,63,398,240,219,346,217,166
2015-12-09,4,3,336,240,217,346,209,166
2015-12-09,4,0,0,0,0,346,432,166
2016-01-05,4,52,240,416,0,346,156,166
2016-01-05,4,240,279,207,156,346,3,166
2016-01-05,4,416,0,0,0,346,240,166
2016-01-05,4,3,240,279,207,346,209,166
2016-01-05,4,279,207,156,52,346,240,166
2016-01-05,4,207,156,52,240,346,279,166
2016-01-05,4,156,52,240,416,346,207,166
2016-01-05,4,240,416,0,0,346,52,166
2016-01-05,4,0,0,0,0,346,416,166
2016-02-09,4,0,0,0,0,54,209,64
2016-02-09,4,0,0,0,0,283,209,10
2016-02-11,4,88,0,0,0,54,178,64
2016-02-11,4,0,0,0,0,54,88,64
2016-02-12,4,0,0,0,0,220,196,176
2016-02-14,4,88,0,0,0,131,209,116
2016-02-14,4,0,0,0,0,131,88,116
2016-02-14,4,398,240,416,0,131,203,116
2016-02-14,4,398,240,416,0,131,195,116
2016-02-14,4,416,0,0,0,131,240,116
2016-02-14,4,203,398,240,416,131,224,116
2016-02-14,4,195,398,240,416,131,209,116
2016-02-14,4,0,0,0,0,131,416,116
2016-02-14,4,398,240,416,0,131,203,116
2016-02-14,4,398,240,416,0,131,203,116
2016-02-14,4,240,416,0,0,131,398,116
2016-02-14,4,224,203,398,240,131,82,116
2016-02-14,4,398,240,416,0,131,203,116
2016-02-14,4,398,240,416,0,131,203,116
2016-02-18,4,398,369,0,0,414,195,64
2016-02-18,4,369,0,0,0,414,398,64
2016-02-18,4,195,398,369,0,414,209,64
2016-02-18,4,0,0,0,0,414,369,64
2016-02-23,4,142,412,0,0,414,100,205
2016-02-23,4,224,327,375,100,414,240,205
2016-02-23,4,100,142,412,0,414,375,205
2016-02-23,4,412,0,0,0,414,142,205
2016-02-23,4,375,100,142,412,414,327,205
2016-02-23,4,375,100,142,412,414,327,205
2016-02-23,4,0,0,0,0,414,412,205
2016-02-23,4,240,224,327,375,414,466,205
2016-02-23,4,327,375,100,142,414,224,205
2016-02-23,4,0,0,0,0,246,369,71
2016-02-23,4,369,0,0,0,246,195,71
2016-02-23,4,195,369,0,0,246,209,71
2016-02-23,4,240,0,0,0,414,196,205
2016-02-23,4,0,0,0,0,414,240,205
2016-02-27,4,369,231,416,0,414,240,205
2016-02-27,4,416,0,0,0,414,231,205
2016-02-27,4,0,0,0,0,414,416,205
2016-02-27,4,231,416,0,0,414,369,205
2016-02-27,4,240,369,231,416,414,466,205
2016-03-02,4,142,0,0,0,414,112,205
2016-03-02,4,0,0,0,0,414,142,205
2016-03-04,4,0,0,0,0,54,88,180
2016-03-04,4,88,0,0,0,54,178,180
2016-03-10,4,142,412,0,0,414,100,147
2016-03-10,4,466,240,224,327,414,209,147
2016-03-10,4,224,327,375,100,414,240,147
2016-03-10,4,240,224,327,375,414,466,147
2016-03-10,4,0,0,0,0,414,412,147
2016-03-10,4,327,375,100,142,414,224,147
2016-03-10,4,375,100,142,412,414,327,147
2016-03-10,4,100,142,412,0,414,375,147
2016-03-10,4,375,100,142,412,414,327,147
2016-03-10,4,412,0,0,0,414,142,147
2016-03-22,4,0,0,0,0,414,240,166
2016-04-01,4,0,0,0,0,283,209,89
2016-04-18,4,398,240,178,0,371,195,113
2016-04-18,4,240,178,0,0,371,398,113
2016-04-18,4,195,398,240,178,371,209,113
2016-04-18,4,178,0,0,0,371,240,113
2016-04-18,4,0,0,0,0,371,178,113
2016-04-18,4,0,0,0,0,371,100,215
2016-04-18,4,100,0,0,0,371,240,215
2016-04-26,4,336,240,156,243,346,240,166
2016-04-26,4,243,0,0,0,346,156,166
2016-04-26,4,82,240,336,240,346,322,166
2016-04-26,4,156,243,0,0,346,240,166
2016-04-26,4,240,156,243,0,346,336,166
2016-04-26,4,240,336,240,156,346,82,166
2016-04-26,4,0,0,0,0,346,243,166
2016-04-26,4,243,0,0,0,346,156,166
2016-04-26,4,243,0,0,0,346,416,166
2016-04-26,4,240,156,243,0,346,243,166
2016-04-26,4,82,240,156,243,346,224,166
2016-04-26,4,240,156,243,240,346,82,166
2016-04-26,4,156,243,0,0,346,240,166
2016-04-26,4,156,243,240,156,346,240,166
2016-04-26,4,0,0,0,0,346,243,166
2016-04-26,4,243,240,156,243,346,156,166
2016-04-26,4,243,240,156,243,346,416,166
2016-04-27,4,416,243,0,0,346,224,166
2016-04-27,4,240,279,156,243,346,262,166
2016-04-27,4,279,156,243,0,346,240,166
2016-04-27,4,156,243,0,0,346,279,166
2016-04-27,4,243,0,0,0,346,416,166
2016-04-27,4,156,243,0,0,346,240,166
2016-04-27,4,262,240,156,243,346,262,166
2016-04-27,4,240,156,243,0,346,262,166
2016-04-27,4,240,156,243,0,346,156,166
2016-04-27,4,243,0,0,0,346,416,166
2016-04-27,4,262,240,279,156,346,240,166
2016-04-27,4,156,243,0,0,346,240,166
2016-04-27,4,0,0,0,0,346,243,166
2016-04-27,4,156,243,0,0,346,240,166
2016-04-27,4,243,0,0,0,346,416,166
2016-04-27,4,243,0,0,0,346,156,166
2016-04-27,4,279,156,240,156,346,240,166
2016-04-27,4,0,0,0,0,346,243,166
2016-04-27,4,243,0,0,0,346,416,166
2016-04-27,4,243,0,0,0,346,156,166
2016-04-27,4,156,240,156,243,346,279,166
2016-04-27,4,0,0,0,0,346,243,166
2016-04-27,4,243,0,0,0,346,156,166
2016-04-27,4,0,0,0,0,346,243,166
2016-04-27,4,243,0,0,0,346,156,166
2016-04-27,4,243,0,0,0,346,156,166
2016-04-27,4,243,0,0,0,346,156,166
2016-04-27,4,243,0,0,0,346,416,166
2016-04-27,4,243,0,0,0,346,416,166
2016-04-27,4,156,243,0,0,346,240,166
2016-04-27,4,240,279,156,240,346,279,166
2016-04-27,4,156,243,0,0,346,240,166
2016-04-27,4,262,279,240,279,346,262,166
2016-04-27,4,0,0,0,0,346,243,166
2016-04-27,4,279,240,279,156,346,262,166
2016-04-27,4,156,240,156,243,346,279,166
2016-04-27,4,279,156,240,156,346,240,166
2016-04-27,4,0,0,0,0,346,243,166
2016-04-27,4,243,0,0,0,346,156,166
2016-04-27,4,240,156,243,0,346,156,166
2016-04-27,4,156,243,0,0,346,240,166
2016-04-27,4,243,0,0,0,346,156,166
2016-04-27,4,262,240,156,243,346,224,166
2016-04-27,4,0,0,0,0,346,243,166
2016-04-27,4,156,243,0,0,346,240,166
2016-04-27,4,240,156,243,0,346,262,166
2016-04-27,4,243,0,0,0,346,416,166
2016-04-27,4,243,0,0,0,346,416,166
2016-04-27,4,0,0,0,0,346,243,166
2016-04-27,4,240,336,156,243,346,82,166
2016-04-27,4,336,156,243,0,346,240,166
2016-04-27,4,0,0,0,0,346,243,166
2016-04-27,4,156,243,0,0,346,336,166
2016-04-27,4,82,240,336,156,346,322,166
2016-04-27,4,243,0,0,0,346,156,166
2016-04-27,4,82,240,336,156,346,322,166
2016-04-27,4,0,0,0,0,346,243,166
2016-04-27,4,156,243,0,0,346,336,166
2016-04-27,4,240,336,156,243,346,82,166
2016-04-27,4,336,156,243,0,346,240,166
2016-04-27,4,243,0,0,0,346,156,166
2016-04-27,4,0,0,0,0,220,52,176
2016-05-10,4,0,0,0,0,111,476,170
2016-05-15,4,398,240,0,0,330,195,201
2016-05-15,4,398,240,0,0,330,195,201
2016-05-15,4,240,0,0,0,330,398,201
2016-05-15,4,0,0,0,0,330,240,201
2016-05-15,4,240,416,0,0,154,240,22
2016-05-15,4,416,0,0,0,154,240,22
2016-05-15,4,0,0,0,0,154,416,22
2016-05-20,4,0,0,0,0,37,66,201
2016-05-20,4,223,66,0,0,37,231,201
2016-05-20,4,231,223,66,0,37,170,201
2016-05-20,4,66,0,0,0,37,223,201
2016-05-20,4,240,223,66,0,37,336,201
2016-05-20,4,0,0,0,0,37,66,201
2016-05-20,4,82,336,240,223,37,231,201
2016-05-20,4,336,240,223,66,37,82,201
2016-05-20,4,231,82,336,240,37,170,201
2016-05-20,4,223,66,0,0,37,240,201
2016-05-20,4,66,0,0,0,37,223,201
2016-05-20,4,231,279,223,66,37,170,201
2016-05-20,4,66,0,0,0,37,223,201
2016-05-20,4,279,223,66,0,37,231,201
2016-05-20,4,0,0,0,0,37,66,201
2016-05-20,4,223,66,0,0,37,279,201
2016-05-20,4,66,0,0,0,37,223,201
2016-05-20,4,0,0,0,0,37,66,201
2016-05-20,4,231,223,66,0,37,170,201
2016-05-20,4,223,66,0,0,37,231,201
2016-05-20,4,223,66,0,0,37,279,201
2016-05-20,4,66,0,0,0,37,223,201
2016-05-20,4,0,0,0,0,37,66,201
2016-05-20,4,279,223,66,0,37,231,201
2016-05-20,4,231,279,223,66,37,170,201
2016-05-20,4,231,223,66,0,37,170,201
2016-05-20,4,66,0,0,0,37,223,201
2016-05-20,4,0,0,0,0,37,66,201
2016-05-20,4,223,66,0,0,37,231,201
2016-05-20,4,240,223,66,0,37,231,201
2016-05-20,4,223,66,0,0,37,240,201
2016-05-20,4,0,0,0,0,37,66,201
2016-05-20,4,231,240,223,66,37,170,201
2016-05-20,4,66,0,0,0,37,223,201
2016-05-20,4,262,18,0,0,37,231,201
2016-05-20,4,18,0,0,0,37,262,201
2016-05-20,4,0,0,0,0,37,18,201
2016-05-20,4,231,262,18,0,37,170,201
2016-05-20,4,0,0,0,0,37,18,201
2016-05-20,4,231,223,66,0,37,170,201
2016-05-20,4,0,0,0,0,37,66,201
2016-05-20,4,66,0,0,0,37,223,201
2016-05-20,4,223,66,0,0,37,231,201
2016-05-25,4,0,0,0,0,63,471,170
2016-06-06,4,81,336,223,88,92,195,200
2016-06-06,4,336,223,88,0,92,81,200
2016-06-06,4,88,0,0,0,92,223,200
2016-06-06,4,195,81,336,223,92,209,200
2016-06-06,4,88,0,0,0,92,223,200
2016-06-06,4,223,88,0,0,92,336,200
2016-06-06,4,0,0,0,0,92,88,200
2016-06-06,4,195,81,336,223,92,209,200
2016-06-06,4,81,336,223,88,92,195,200
2016-06-06,4,195,81,336,223,92,209,200
2016-06-06,4,81,336,223,88,92,195,200
2016-06-06,4,223,88,0,0,92,336,200
2016-06-06,4,195,81,336,223,92,209,200
2016-06-06,4,0,0,0,0,92,88,200
2016-06-06,4,81,336,223,88,92,195,200
2016-06-09,4,240,178,0,0,21,262,107
2016-06-09,4,0,0,0,0,21,240,107
2016-06-09,4,0,0,0,0,21,178,107
2016-06-09,4,178,0,0,0,21,240,107
2016-06-09,4,262,240,178,0,21,195,107
2016-06-15,4,0,0,0,0,481,479,170
2016-06-15,4,224,142,16,0,150,112,209
2016-06-15,4,16,0,0,0,150,178,209
2016-06-15,4,112,224,142,16,150,240,209
2016-06-15,4,16,0,0,0,150,142,209
2016-06-15,4,0,0,0,0,150,16,209
2016-06-15,4,398,240,112,224,150,195,209
2016-06-15,4,398,240,112,224,150,45,209
2016-06-15,4,240,112,224,142,150,398,209
2016-06-15,4,142,16,0,0,150,224,209
2016-06-23,4,0,0,0,0,68,240,39
2016-06-23,4,231,84,240,361,68,209,39
2016-06-23,4,240,361,240,0,68,84,39
2016-06-23,4,361,240,0,0,68,240,39
2016-06-23,4,240,0,0,0,68,361,39
2016-06-23,4,84,240,361,240,68,231,39
2016-06-24,4,0,0,0,0,409,195,64
2016-06-24,4,195,0,0,0,409,209,64
2016-06-24,4,0,0,0,0,273,416,170
2016-06-24,4,0,0,0,0,273,416,170
2016-06-24,4,416,0,0,0,273,262,170
2016-06-28,4,88,156,416,0,311,16,46
2016-06-28,4,16,88,156,416,311,209,46
2016-06-28,4,156,416,0,0,311,88,46
2016-06-28,4,16,88,156,416,311,209,46
2016-06-28,4,16,88,156,416,311,209,46
2016-06-28,4,0,0,0,0,311,416,46
2016-06-28,4,416,0,0,0,311,156,46
2016-07-08,4,0,0,0,0,126,240,166
2016-07-08,4,0,0,0,0,322,240,166
2016-07-15,4,243,0,0,0,346,156,40
2016-07-15,4,398,279,240,156,346,279,40
2016-07-15,4,156,243,0,0,346,240,40
2016-07-15,4,240,156,243,0,346,279,40
2016-07-15,4,279,398,279,240,346,82,40
2016-07-15,4,279,398,279,240,346,82,40
2016-07-15,4,279,398,279,240,346,82,40
2016-07-15,4,82,279,398,279,346,262,40
2016-07-15,4,82,279,398,279,346,262,40
2016-07-15,4,243,0,0,0,346,156,40
2016-07-15,4,279,240,156,243,346,262,40
2016-07-15,4,0,0,0,0,346,243,40
2016-07-15,4,240,262,82,279,346,207,40
2016-07-15,4,0,0,0,0,346,243,40
2016-07-15,4,279,240,156,243,346,398,40
2016-07-15,4,243,0,0,0,346,156,40
2016-07-15,4,156,243,0,0,346,240,40
2016-07-15,4,156,243,0,0,346,240,40
2016-07-15,4,243,0,0,0,346,416,40
2016-07-15,4,416,243,0,0,346,224,40
2016-07-15,4,262,279,240,156,346,279,40
2016-07-15,4,0,0,0,0,346,243,40
2016-07-15,4,398,279,240,156,346,279,40
2016-07-15,4,240,156,243,0,346,279,40
2016-07-15,4,243,0,0,0,346,416,40
2016-07-15,4,262,82,279,398,346,240,40
2016-07-15,4,398,279,240,156,346,279,40
2016-07-15,4,243,0,0,0,346,416,40
2016-07-18,4,240,0,0,0,66,414,166
2016-07-18,4,0,0,0,0,66,240,166
2016-07-28,4,0,0,0,0,367,414,96
2016-07-28,4,0,0,0,0,217,207,96
2016-08-01,4,240,432,0,0,462,240,10
2016-08-01,4,0,0,0,0,462,432,10
2016-08-01,4,432,0,0,0,462,240,10
2016-08-01,4,240,240,432,0,462,82,10
2016-08-01,4,240,262,479,398,462,240,10
2016-08-01,4,240,0,0,0,462,398,10
2016-08-01,4,262,479,398,240,462,240,10
2016-08-01,4,0,0,0,0,462,240,10
2016-08-01,4,195,240,240,262,462,209,10
2016-08-01,4,398,240,0,0,462,479,10
2016-08-01,4,479,398,240,0,462,262,10
2016-08-01,4,398,240,0,0,462,336,10
2016-08-01,4,240,240,262,479,462,195,10
2016-08-09,4,196,240,0,0,452,240,98
2016-08-09,4,240,0,0,0,452,196,98
2016-08-09,4,0,0,0,0,452,240,98
2016-08-10,4,0,0,0,0,433,485,99
2016-08-10,4,240,485,0,0,433,469,99
2016-08-10,4,485,0,0,0,433,240,99
2016-08-12,4,375,240,156,243,191,231,14
2016-08-12,4,231,375,240,156,191,209,14
2016-08-12,4,231,375,240,156,191,209,14
2016-08-12,4,243,0,0,0,191,156,14
2016-08-12,4,0,0,0,0,191,243,14
2016-08-12,4,375,240,156,243,191,231,14
2016-08-12,4,156,243,0,0,191,240,14
2016-08-12,4,240,156,243,0,191,375,14
2016-08-12,4,0,0,0,0,353,215,212
2016-08-12,4,215,0,0,0,353,231,212
2016-08-12,4,231,215,0,0,353,209,212
2016-08-12,4,240,398,240,451,353,205,212
2016-08-12,4,240,416,0,0,353,451,212
2016-08-12,4,0,0,0,0,353,416,212
2016-08-12,4,205,240,398,240,353,205,212
2016-08-12,4,279,376,81,205,353,240,212
2016-08-12,4,240,451,240,416,353,398,212
2016-08-12,4,376,81,205,205,353,279,212
2016-08-12,4,451,240,416,0,353,240,212
2016-08-12,4,398,240,451,240,353,240,212
2016-08-12,4,445,430,398,240,353,205,212
2016-08-12,4,240,279,376,81,353,461,212
2016-08-12,4,81,205,205,240,353,376,212
2016-08-12,4,416,0,0,0,353,240,212
2016-08-12,4,81,205,205,240,353,224,212
2016-08-12,4,398,240,451,240,353,430,212
2016-08-12,4,205,205,240,398,353,81,212
2016-08-12,4,430,398,240,451,353,445,212
2016-08-12,4,224,81,205,205,353,461,212
2016-08-12,4,195,375,156,456,353,209,212
2016-08-12,4,195,375,156,456,353,209,212
2016-08-12,4,195,375,156,456,353,209,212
2016-08-12,4,175,88,0,0,353,456,212
2016-08-12,4,0,0,0,0,353,88,212
2016-08-12,4,456,175,88,0,353,156,212
2016-08-12,4,375,156,456,175,353,195,212
2016-08-12,4,375,156,456,175,353,195,212
2016-08-12,4,375,156,456,175,353,195,212
2016-08-12,4,156,456,175,88,353,375,212
2016-08-12,4,88,0,0,0,353,175,212
2016-08-12,4,375,192,336,224,353,231,212
2016-08-12,4,192,336,224,223,353,375,212
2016-08-12,4,336,224,223,88,353,192,212
2016-08-12,4,375,192,336,224,353,231,212
2016-08-12,4,231,375,192,336,353,209,212
2016-08-12,4,88,0,0,0,353,223,212
2016-08-12,4,0,0,0,0,353,88,212
2016-08-12,4,88,0,0,0,353,223,212
2016-08-12,4,231,375,192,336,353,209,212
2016-08-12,4,375,192,336,224,353,231,212
2016-08-12,4,224,223,88,0,353,336,212
2016-08-12,4,231,375,192,336,353,209,212
2016-08-12,4,0,0,0,0,353,88,212
2016-08-12,4,223,88,0,0,353,224,212
2016-08-12,4,88,0,0,0,353,223,212
2016-08-12,4,0,0,0,0,353,88,212
2016-08-12,4,0,0,0,0,353,215,212
2016-08-12,4,240,215,0,0,353,231,212
2016-08-12,4,215,0,0,0,353,240,212
2016-08-12,4,178,195,215,0,353,156,212
2016-08-12,4,215,0,0,0,353,195,212
2016-08-12,4,231,240,215,0,353,209,212
2016-08-12,4,0,0,0,0,353,215,212
2016-08-12,4,195,215,0,0,353,178,212
2016-08-14,4,224,142,16,0,452,240,98
2016-08-14,4,0,0,0,0,452,16,98
2016-08-14,4,16,0,0,0,452,178,98
2016-08-14,4,142,16,0,0,452,224,98
2016-08-14,4,240,224,142,16,452,112,98
2016-08-14,4,398,112,240,224,452,45,98
2016-08-14,4,398,112,240,224,452,195,98
2016-08-14,4,16,0,0,0,452,142,98
2016-08-14,4,112,240,224,142,452,398,98
2016-08-14,4,466,240,0,0,330,209,201
2016-08-14,4,240,0,0,0,330,466,201
2016-08-14,4,0,0,0,0,330,240,201
2016-08-17,4,0,0,0,0,461,240,184
2016-08-17,4,240,224,142,16,173,195,200
2016-08-17,4,142,16,0,0,173,224,200
2016-08-17,4,16,0,0,0,173,142,200
2016-08-17,4,224,142,16,0,173,240,200
2016-08-17,4,16,0,0,0,173,178,200
2016-08-17,4,0,0,0,0,173,16,200
2016-08-26,4,31,240,31,240,330,240,201
2016-08-26,4,31,0,0,0,330,240,201
2016-08-26,4,240,31,240,31,330,31,201
2016-08-26,4,240,31,240,31,330,31,201
2016-08-26,4,240,31,0,0,330,31,201
2016-08-26,4,31,240,31,240,330,240,201
2016-08-26,4,31,240,31,0,330,240,201
2016-08-26,4,0,0,0,0,330,31,201
2016-08-26,4,52,240,178,0,433,240,99
2016-08-26,4,209,466,240,52,433,322,99
2016-08-26,4,240,178,0,0,433,52,99
2016-08-26,4,466,240,52,240,433,209,99
2016-08-26,4,178,0,0,0,433,240,99
2016-08-26,4,322,209,466,240,433,240,99
2016-08-26,4,240,52,240,178,433,466,99
2016-08-26,4,0,0,0,0,433,178,99
2016-08-29,4,156,142,88,0,173,279,200
2016-08-29,4,88,0,0,0,173,142,200
2016-08-29,4,279,156,142,88,173,128,200
2016-08-29,4,0,0,0,0,173,88,200
2016-08-29,4,142,88,0,0,173,156,200
2016-09-16,4,243,240,0,0,241,224,29
2016-09-16,4,0,0,0,0,241,240,29
2016-09-16,4,240,0,0,0,241,243,29
2016-09-19,4,0,0,0,0,113,243,113
2016-09-19,4,243,0,0,0,113,156,113
2016-09-19,4,156,243,0,0,113,240,113
2016-09-19,4,231,240,156,243,113,209,113
2016-09-19,4,240,156,243,0,113,231,113
2016-09-19,4,243,178,16,0,113,203,113
2016-09-19,4,16,0,0,0,113,209,113
2016-09-19,4,16,0,0,0,113,178,113
2016-09-19,4,0,0,0,0,113,16,113
2016-09-19,4,178,16,0,0,113,243,113
2016-09-21,4,0,0,0,0,21,240,107
2016-09-29,4,479,0,0,0,241,240,29
2016-09-29,4,240,479,0,0,241,262,29
2016-09-29,4,224,240,375,262,241,269,29
2016-09-29,4,269,224,240,375,241,224,29
2016-09-29,4,375,262,240,479,241,240,29
2016-09-29,4,0,0,0,0,241,253,29
2016-09-29,4,375,262,240,479,241,240,29
2016-09-29,4,398,253,0,0,241,240,29
2016-09-29,4,253,0,0,0,241,398,29
2016-09-29,4,262,240,479,0,241,375,29
2016-09-29,4,398,253,0,0,241,195,29
2016-09-29,4,195,398,253,0,241,369,29
2016-09-29,4,240,375,262,240,241,224,29
2016-09-29,4,0,0,0,0,241,479,29
2016-09-30,4,0,0,0,0,21,207,107
2016-10-10,4,0,0,0,0,234,240,166
2016-10-10,4,240,0,0,0,234,405,166
2016-10-11,4,240,0,0,0,346,243,166
2016-10-11,4,240,243,240,0,346,203,166
2016-10-11,4,0,0,0,0,346,240,166
2016-10-11,4,243,240,0,0,346,240,166
2016-10-12,4,88,0,0,0,353,223,167
2016-10-12,4,240,217,223,88,353,82,167
2016-10-12,4,0,0,0,0,353,215,167
2016-10-12,4,0,0,0,0,353,88,167
2016-10-12,4,217,215,0,0,353,240,167
2016-10-12,4,223,88,0,0,353,217,167
2016-10-12,4,215,0,0,0,353,217,167
2016-10-12,4,0,0,0,0,353,215,167
2016-10-12,4,217,223,88,0,353,240,167
2016-10-12,4,240,217,215,0,353,365,167
2016-10-24,4,418,88,0,0,367,369,96
